PARROQUIA;CODIGO_PARROQUIA;NOMBRE;CODIGO_INSTITUCION;TIPO_EDUCACION;SOSTENIMIENTO;ZONA;MODALIDAD;DOCENTES;TOTAL_ESTUDIANTES
TARQUI;090112;SAN JUAN;09H00749;Educación Regular;Particular;UrbanaINEC;Presencial;16;159
TARQUI;090112;LATINOAMERICANA  273;09H00750;Educación Regular;Particular;UrbanaINEC;Presencial;11;254
TARQUI;090112;DR. JULIAN CORONEL;09H00751;Educación Regular;Particular;UrbanaINEC;Presencial;7;57
TARQUI;090112;CAMILO GALLEGOS DOMINGUEZ 300;09H00752;Educación Regular;Fiscal;UrbanaINEC;Presencial;5;127
TARQUI;090112;30 DE SEPTIEMBRE;09H00753;Educación Regular;Particular;UrbanaINEC;Presencial;4;10
TARQUI;090112;ELENA TROYA;09H00754;Educación Regular;Particular;UrbanaINEC;Presencial;5;10
PASCUALES;090115;MI PEQUEÑO JUAN;09H00755;Educación Regular;Particular;UrbanaINEC;Presencial;2;99
TARQUI;090112;DESTREZAS 853;09H00757;Educación Regular;Particular;UrbanaINEC;Presencial;2;29
TARQUI;090112;LOS POLOLITOS  819;09H00758;Educación Regular;Particular;UrbanaINEC;Presencial;11;159
TARQUI;090112;ALEMARY SCHOOL;09H00759;Educación Regular;Particular;UrbanaINEC;Presencial;8;104
TARQUI;090112;SGTO II CÉSAR ALONSO VILLACÍS MADRIL;09H00760;Educación Regular;Fiscal;UrbanaINEC;Presencial;8;279
TARQUI;090112;TIEMPO DE DIOS;09H00761;Educación Regular;Particular;UrbanaINEC;Presencial;3;0
TARQUI;090112;TIA LU;09H00762;Educación Regular;Particular;UrbanaINEC;Presencial;5;105
TARQUI;090112;TALMUD DE JEHOVA;09H00763;Educación Regular;Particular;UrbanaINEC;Presencial;0;0
TARQUI;090112;COLEGIO  JULIAN  CORONEL;09H00764;Educación Regular;Particular;UrbanaINEC;Presencial;13;68
TARQUI;090112;PROVINCIA DEL CARCHI;09H00765;Educación Regular;Fiscal;UrbanaINEC;Presencial;52;1246
TARQUI;090112;CORDILLERA DEL CONDOR;09H00766;Educación Regular;Fiscal;UrbanaINEC;Presencial;13;619
TARQUI;090112;JESUCRISTO PAN DE VIDA;09H00767;Educación Regular;Particular;UrbanaINEC;Presencial;0;0
TARQUI;090112;LOS VERGELES;09H00768;Educación Regular;Particular;UrbanaINEC;Presencial;1;9
TARQUI;090112;JARDIN MIS PASTORSITOS 57;09H00769;Educación Regular;Particular;UrbanaINEC;Presencial;2;17
TARQUI;090112;ELOY ALFARO DELGADO;09H00771;Educación Regular;Fiscal;UrbanaINEC;Presencial;15;359
TARQUI;090112;ESCUELA  ROBERT  KENNEDY  37;09H00772;Educación Regular;Particular;UrbanaINEC;Presencial;5;32
TARQUI;090112;JOSE DOMINGO DE SANTISTEVAN;09H00773;Educación Regular;Particular;UrbanaINEC;Presencial;7;134
TARQUI;090112;JOSE DOMINGO DE SANTIESTEVAN;09H00774;Educación Regular;Particular;UrbanaINEC;Presencial;20;342
TARQUI;090112;UNIDAD EDUCATIVA JOSE DOMINGO DE SANTISTEVAN;09H00775;Educación Regular;Particular;UrbanaINEC;Presencial;35;738
TARQUI;090112;LIC ANGEL AUTILIO DEL CIOPPO BECERRA 472;09H00776;Educación Regular;Fiscal;UrbanaINEC;Presencial;7;201
TARQUI;090112;ERMEL AGUIRRE GONZALEZ 15;09H00777;Educación Regular;Fiscal;UrbanaINEC;Presencial;7;178
TARQUI;090112;MANITOS DE DIOS;09H00778;Educación Regular;Particular;UrbanaINEC;Presencial;10;0
TARQUI;090112;ALEGRIA DE VIVIR JARDIN;09H00780;Educación Regular;Particular;UrbanaINEC;Presencial;4;17
TARQUI;090112;ESC DOMINGO SALAME HIDROVO;09H00781;Educación Regular;Particular;UrbanaINEC;Presencial;7;221
TARQUI;090112;MANA DEL CIELO;09H00782;Educación Regular;Particular;UrbanaINEC;Presencial;5;106
TARQUI;090112;DOCTOR TEODORO ALVARADO OLEA;09H00783;Educación Regular;Fiscal;UrbanaINEC;Presencial;75;1589
TARQUI;090112;LEGOS;09H00784;Educación Regular;Particular;UrbanaINEC;Presencial;16;167
TARQUI;090112;LAS PERSONITAS DEL MAÑANA Y PABLO BAQUERIZO NAZUR;09H00786;Educación Regular;Particular;UrbanaINEC;Presencial;19;271
TARQUI;090112;NOVUS;09H00787;Educación Regular;Particular;UrbanaINEC;Presencial;24;228
TARQUI;090112;MI BELLO MUNDO INFANTIL;09H00788;Educación Regular;Particular;UrbanaINEC;Presencial;1;4
TARQUI;090112;DR. MIGUEL ROCA OSORIO;09H00789;Educación Regular;Particular;UrbanaINEC;Presencial;4;0
TARQUI;090112;JARDIN ESC COLEGIO SAGRADA FAMILIA DE NAZARETH;09H00790;Educación Regular;Particular;UrbanaINEC;Presencial;20;490
TARQUI;090112;ESCUELA ARQUITECTO ALFREDO VERA ARRATA;09H00791;Educación Regular;Fiscal;UrbanaINEC;Presencial;13;451
TARQUI;090112;MARIA MERCEDES SILVA CARRION;09H00792;Educación Regular;Fiscal;UrbanaINEC;Presencial;10;797
TARQUI;090112;SIMON SCHOOL;09H00793;Educación Regular;Particular;UrbanaINEC;Presencial;9;155
TARQUI;090112;TARQUI;09H00794;Educación Regular;Particular;UrbanaINEC;Presencial;4;101
TARQUI;090112;SAN IGNACIO DE LOYOLA;09H00795;Educación Regular;Particular;UrbanaINEC;Presencial;24;515
TARQUI;090112;TIA POLITA;09H00798;Educación Regular;Particular;UrbanaINEC;Presencial;3;62
TARQUI;090112;ZITA ROBLES DE LALAMA;09H00799;Educación Regular;Fiscal;UrbanaINEC;Presencial;12;409
TARQUI;090112;JARDIN DE INFANTES MODERNO 93;09H00800;Educación Regular;Particular;UrbanaINEC;Presencial;11;86
TARQUI;090112;BATALLA DE JAMBELI;09H00801;Educación Regular;Particular;UrbanaINEC;Presencial;16;482
TARQUI;090112;NUESTRA SEÑORA DE WESTOCHONA;09H00802;Educación Regular;Particular;UrbanaINEC;Presencial;6;0
TARQUI;090112;RUMBO A LA CIENCIA;09H00803;Educación Regular;Particular;UrbanaINEC;Presencial;6;163
TARQUI;090112;MONTREAL;09H00806;Educación Regular;Particular;UrbanaINEC;Presencial;10;262
TARQUI;090112;SADOWINSKI SCHOOL;09H00808;Educación Regular;Particular;UrbanaINEC;Presencial;2;18
TARQUI;090112;ELFOS;09H00809;Educación Regular;Particular;UrbanaINEC;Presencial;6;0
TARQUI;090112;ENRIQUE GRAU RUIZ  357;09H00810;Educación Regular;Fiscal;UrbanaINEC;Presencial;18;351
TARQUI;090112;SABIDURIA DE DIOS;09H00811;Educación Regular;Particular;UrbanaINEC;Presencial;7;83
TARQUI;090112;PERT;09H00813;Educación Regular;Particular;UrbanaINEC;Presencial;12;127
TARQUI;090112;NUESTRA SEÑORA DE LA LOMA;09H00814;Educación Regular;Particular;UrbanaINEC;Presencial;12;355
TARQUI;090112;SURCOS Y TIA LUPITA;09H00815;Educación Regular;Particular;UrbanaINEC;Presencial;27;179
TARQUI;090112;BRIGADIERES DE LA EDUCACION SER SAN  891 JARDIN 636;09H00816;Educación Regular;Particular;UrbanaINEC;Presencial;7;192
TARQUI;090112;NUESTRO  MUNDO INFANTIL;09H00817;Educación Regular;Particular;UrbanaINEC;Presencial;5;0
TARQUI;090112;MARIELA Y GISELLA (MARGISEL);09H00818;Educación Regular;Particular;UrbanaINEC;Presencial;7;73
TARQUI;090112;AMERICO VESPUCIO;09H00819;Educación Regular;Particular;UrbanaINEC;Presencial;1;19
TARQUI;090112;PROVINCIA DE EL ORO;09H00820;Educación Regular;Particular;UrbanaINEC;Presencial;3;24
TARQUI;090112;BOSTON;09H00822;Educación Regular;Particular;UrbanaINEC;Presencial;17;208
TARQUI;090112;SAN JUAN;09H00823;Educación Regular;Particular;UrbanaINEC;Presencial;0;0
TARQUI;090112;ADORABLES ANGELITOS;09H00824;Educación Regular;Particular;UrbanaINEC;Presencial;11;117
TARQUI;090112;PASTORA BALSECA DE POSLIGUA;09H00825;Educación Regular;Fiscal;UrbanaINEC;Presencial;4;39
TARQUI;090112;BALTRA;09H00827;Educación Regular;Particular;UrbanaINEC;Presencial;7;125
TARQUI;090112;VIDA ETERNA;09H00828;Educación Regular;Particular;UrbanaINEC;Presencial;3;0
TARQUI;090112;LICEO LIBANES;09H00829;Educación Regular;Particular;UrbanaINEC;Presencial;9;58
TARQUI;090112;PADRE ANTONIO AMADOR;09H00832;Educación Regular;Fiscal;UrbanaINEC;Presencial;6;210
TARQUI;090112;DR.ROBERTO GILBERT ELIZALDE;09H00833;Educación Regular;Particular;UrbanaINEC;Presencial;9;97
TARQUI;090112;ZAPATITO AZUL;09H00835;Educación Regular;Particular;UrbanaINEC;Presencial;2;25
TARQUI;090112;ISMAEL PEREZ PAZMIÑO;09H00836;Educación Regular;Fiscal;UrbanaINEC;Presencial;96;2309
TARQUI;090112;AMANECER SABIENDO;09H00837;Educación Regular;Particular;UrbanaINEC;Presencial;3;62
TARQUI;090112;JARDIN BERESHIT;09H00840;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
TARQUI;090112;ABUELITA PEPA;09H00841;Educación Regular;Particular;UrbanaINEC;Presencial;7;61
TARQUI;090112;LICEO NAVAL;09H00842;Educación Regular;Particular;UrbanaINEC;Presencial;124;1979
TARQUI;090112;FRANCISCO HUERTA RENDON;09H00843;Educación Regular;Fiscal;UrbanaINEC;Presencial;95;3599
TARQUI;090112;ESTEBAN CORDERO BORRERO DE FE Y ALEGRIA;09H00844;Educación Regular;Fiscomisional;UrbanaINEC;Presencial;26;685
TARQUI;090112;EDITH MUÑOZ DE GATHIAR;09H00845;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
TARQUI;090112;SIN NOMBRE 102;09H00846;Educación Regular;Fiscal;UrbanaINEC;Presencial;16;1044
TARQUI;090112;EL MUNDO DE DISNEY;09H00847;Educación Regular;Particular;UrbanaINEC;Presencial;10;285
TARQUI;090112;MUNDO MAGICO;09H00848;Educación Regular;Particular;UrbanaINEC;Presencial;3;0
TARQUI;090112;SENDEROS DEL SABER;09H00849;Educación Regular;Particular;UrbanaINEC;Presencial;4;23
TARQUI;090112;NOBEL;09H00850;Educación Regular;Particular;UrbanaINEC;Presencial;19;191
TARQUI;090112;EJERCITO DE JESUCRISTO;09H00851;Educación Regular;Particular;UrbanaINEC;Presencial;5;211
TARQUI;090112;RICHARD BURGOS SUAREZ;09H00853;Educación Regular;Fiscal;UrbanaINEC;Presencial;9;360
TARQUI;090112;ALBERTO SPENCER;09H00856;Educación Regular;Particular;UrbanaINEC;Presencial;7;0
TARQUI;090112;MANITOS LABORIOSAS;09H00857;Educación Regular;Particular;UrbanaINEC;Presencial;4;25
TARQUI;090112;PUERTAS DEL SOL;09H00858;Educación Regular;Particular;UrbanaINEC;Presencial;3;0
TARQUI;090112;ROCAFUERTE;09H00859;Educación Regular;Particular;UrbanaINEC;Presencial;16;611
TARQUI;090112;TIA UCHY 1011;09H00860;Educación Regular;Particular;UrbanaINEC;Presencial;3;54
TARQUI;090112;MANITOS LABORIOSAS;09H00861;Educación Regular;Particular;UrbanaINEC;Presencial;6;70
TARQUI;090112;ESCUDRIÑANDO EN EL SABER;09H00862;Educación Regular;Particular;UrbanaINEC;Presencial;8;97
TARQUI;090112;UNION NACIONAL  DE EDUCADORES    126;09H00863;Educación Regular;Fiscal;UrbanaINEC;Presencial;25;799
TARQUI;090112;LA GRAN ESFERA AZUL;09H00864;Educación Regular;Particular;UrbanaINEC;Presencial;20;138
TARQUI;090112;ABRAHAM LINCOLN;09H00865;Educación Regular;Particular;UrbanaINEC;Presencial;13;78
TARQUI;090112;NUEVA JUVENTUD GUAYAQUILEÑA;09H00867;Educación Regular;Particular;UrbanaINEC;Presencial;3;114
TARQUI;090112;FRANCISCO GARATE;09H00868;Educación Regular;Fiscomisional;UrbanaINEC;Presencial;15;568
TARQUI;090112;ASOCIACION CULTURAL INTEROAMERICANA;09H00869;Educación Regular;Particular;UrbanaINEC;Presencial;18;0
TARQUI;090112;SIMÓN BOLÍVAR;09H00871;Educación Regular;Fiscal;UrbanaINEC;Presencial;21;502
PASCUALES;090115;DANIEL PLAZA IGLESIA;09H00872;Educación Regular;Fiscal;UrbanaINEC;Presencial;4;72
TARQUI;090112;HEROES DE ADONAI;09H00873;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
TARQUI;090112;SABIDURIA Y CIENCIA 1340;09H00874;Educación Regular;Particular;UrbanaINEC;Presencial;14;151
TARQUI;090112;EDISON MENDOZA ENRIQUEZ;09H00875;Educación Regular;Fiscal;UrbanaINEC;Presencial;7;183
TARQUI;090112;28 DE MAYO;09H00876;Educación Regular;Fiscal;UrbanaINEC;Presencial;256;6195
TARQUI;090112;ALMIRANTE ILLINGWORTH;09H00878;Educación Regular;Particular;UrbanaINEC;Presencial;352;8838
TARQUI;090112;COLEGIO FISCAL EXPERIMENTAL LEONIDAS GARCIA;09H00879;Educación Regular;Fiscal;UrbanaINEC;Presencial;87;2148
TARQUI;090112;ESTRELLITAS LUMINOSAS;09H00880;Educación Regular;Particular;UrbanaINEC;Presencial;1;9
TARQUI;090112;MONTE BELLO;09H00881;Educación Regular;Fiscal;UrbanaINEC;Presencial;9;316
TARQUI;090112;ESTRELLA LUMINOSA;09H00882;Educación Regular;Particular;UrbanaINEC;Presencial;6;39
TARQUI;090112;DR. FRANCISCO EUGENIO ESPEJO;09H00883;Educación Regular;Fiscal;UrbanaINEC;Presencial;7;172
TARQUI;090112;CORDILLERA DEL SABER  1074;09H00884;Educación Regular;Particular;UrbanaINEC;Presencial;7;212
TARQUI;090112;BETHEL NO 866;09H00885;Educación Regular;Particular;UrbanaINEC;Presencial;7;175
TARQUI;090112;LEON ITURBURU;09H00886;Educación Regular;Particular;UrbanaINEC;Presencial;6;43
TARQUI;090112;ASOCIACION DE PROFESORES DE EDUCACION PRIMARIA;09H00887;Educación Regular;Fiscal;UrbanaINEC;Presencial;8;295
TARQUI;090112;WILLIAM JAMES  945;09H00888;Educación Regular;Particular;UrbanaINEC;Presencial;6;169
TARQUI;090112;LUIS ENRIQUE MOSQUERA GORDILLO 273;09H00889;Educación Regular;Fiscal;UrbanaINEC;Presencial;14;460
TARQUI;090112;FRUTOS DE JUSTICIA;09H00890;Educación Regular;Particular;UrbanaINEC;Presencial;7;97
TARQUI;090112;FRANCISCO CEVALLOS REIRE;09H00891;Educación Regular;Fiscal;UrbanaINEC;Presencial;15;701
TARQUI;090112;ESCUELA ALTRUISTA;09H00892;Educación Regular;Particular;UrbanaINEC;Presencial;5;57
TARQUI;090112;REPUBLICA DE IBERIA;09H00893;Educación Regular;Particular;UrbanaINEC;Presencial;4;101
TARQUI;090112;JARDIN ALTRUISTA 583;09H00894;Educación Regular;Particular;UrbanaINEC;Presencial;2;29
TARQUI;090112;EL PRINCIPIO DE LA SABIDURIA ES TEMOR DE JEHOVA;09H00895;Educación Regular;Particular;UrbanaINEC;Presencial;1;0
TARQUI;090112;TIA VICKY 1493;09H00896;Educación Regular;Particular;UrbanaINEC;Presencial;6;46
TARQUI;090112;PROVINCIA DE LOS RIOS;09H00897;Educación Regular;Particular;UrbanaINEC;Presencial;2;28
TARQUI;090112;EL PARAISO UNIVERSAL;09H00899;Educación Regular;Particular;UrbanaINEC;Presencial;6;284
GARCIA MORENO;090105;27 DE FEBRERO;09H00900;Educación Regular;Particular;UrbanaINEC;Presencial;8;160
TARQUI;090112;ALBOSCHOOL LA CUNITA DEL SABER;09H00901;Educación Regular;Particular;UrbanaINEC;Presencial;6;38
TARQUI;090112;SIMON BOLIVAR;09H00902;Educación Regular;Fiscal;UrbanaINEC;Presencial;137;2299
TARQUI;090112;NOBEL;09H00903;Educación Regular;Particular;UrbanaINEC;Presencial;17;212
TARQUI;090112;ROSA ELENA GUERRERO SANCHEZ;09H00904;Educación Regular;Fiscal;UrbanaINEC;Presencial;6;381
TARQUI;090112;EJERCITO DE JESUCRISTO;09H00905;Educación Regular;Particular;UrbanaINEC;Presencial;4;59
TARQUI;090112;LICEO NORTEAMERICANO;09H00906;Educación Regular;Particular;UrbanaINEC;Presencial;3;3
TARQUI;090112;JOTHALINA CHICA DE SOTO;09H00907;Educación Regular;Fiscal;UrbanaINEC;Presencial;8;285
TARQUI;090112;HEIDI CAPEIRA;09H00908;Educación Regular;Particular;UrbanaINEC;Presencial;7;38
TARQUI;090112;CIUDAD DE PEDREGUER;09H00910;Educación Regular;Particular;UrbanaINEC;Presencial;15;336
TARQUI;090112;CRUZ DEL SUR;09H00911;Educación Regular;Particular;UrbanaINEC;Presencial;78;548
TARQUI;090112;HANS CHRISTIAN ANDERSEN;09H00912;Educación Regular;Particular;UrbanaINEC;Presencial;8;92
TARQUI;090112;LA CUNITA DEL SABER NUMERO 526;09H00913;Educación Regular;Particular;UrbanaINEC;Presencial;2;9
TARQUI;090112;AGUSTIN CASTRO ESPINOZA;09H00914;Educación Regular;Fiscal;UrbanaINEC;Presencial;15;397
TARQUI;090112;PROYECCION XXI;09H00916;Educación Regular;Particular;UrbanaINEC;Presencial;14;189
GARCIA MORENO;090105;PULGARCITO N 346;09H00917;Educación Regular;Particular;UrbanaINEC;Presencial;2;26
TARQUI;090112;CARLOS ANTONIO MENDOZA POVEDA   407;09H00918;Educación Regular;Fiscal;UrbanaINEC;Presencial;8;198
TARQUI;090112;ALTEMIA ROMAN MARQUEZ;09H00920;Educación Regular;Particular;UrbanaINEC;Presencial;12;287
TARQUI;090112;ESTRELLITA DE LA FLOR  228;09H00921;Educación Regular;Particular;UrbanaINEC;Presencial;0;0
TARQUI;090112;NUEVA HUMANIDAD 755;09H00922;Educación Regular;Particular;UrbanaINEC;Presencial;3;15
TARQUI;090112;LA VOLUNTAD DE DIOS 982;09H00923;Educación Regular;Particular;UrbanaINEC;Presencial;7;93
TARQUI;090112;PROVINCIA DE EL ORO;09H00925;Educación Regular;Particular;UrbanaINEC;Presencial;2;9
TARQUI;090112;YAVEH JIRETH;09H00927;Educación Regular;Particular;UrbanaINEC;Presencial;1;0
PASCUALES;090115;UNION NACIONAL;09H00928;Educación Regular;Fiscal;UrbanaINEC;Presencial;7;118
TARQUI;090112;ESCUELA FISCAL MIXTA  CACIQUE  TOMALA  469;09H00929;Educación Regular;Fiscal;UrbanaINEC;Presencial;7;345
TARQUI;090112;COLINA NORTE DE GUAYAQUIL;09H00930;Educación Regular;Particular;UrbanaINEC;Presencial;18;395
TARQUI;090112;CALICUCHIMA;09H00931;Educación Regular;Fiscal;UrbanaINEC;Presencial;30;641
TARQUI;090112;CELESTIN FREINET;09H00932;Educación Regular;Particular;UrbanaINEC;Presencial;12;69
TARQUI;090112;MUNDO MAGICO FELIZ;09H00933;Educación Regular;Municipal;UrbanaINEC;Presencial;7;0
TARQUI;090112;ESPERANZA JIMENEZ ARCE404;09H00934;Educación Regular;Fiscal;UrbanaINEC;Presencial;4;82
TARQUI;090112;VEINTE DE ABRIL;09H00935;Educación Regular;Particular;UrbanaINEC;Presencial;10;246
TARQUI;090112;VICTOR HUGO MORA BARREZUETA;09H00936;Educación Regular;Fiscal;UrbanaINEC;Presencial;14;1267
TARQUI;090112;INFANTES DEL FUTURO;09H00937;Educación Regular;Particular;UrbanaINEC;Presencial;9;173
TARQUI;090112;MUNDO DE COLORES;09H00938;Educación Regular;Particular;UrbanaINEC;Presencial;9;89
TARQUI;090112;CRUZ MARGARITA GONZALEZ VARGAS;09H00939;Educación Regular;Particular;UrbanaINEC;Presencial;9;32
CARBO (CONCEPCION);090103;TEODORO MALDONADO GONZALEZ;09H00940;Educación Regular;Particular;UrbanaINEC;Presencial;10;49
TARQUI;090112;CYBER SCHOOL;09H00941;Educación Regular;Particular;UrbanaINEC;Presencial;17;247
TARQUI;090112;PLASTILINA;09H00942;Educación Regular;Particular;UrbanaINEC;Presencial;7;0
TARQUI;090112;5 DE FEBRERO;09H00943;Educación Regular;Fiscal;UrbanaINEC;Presencial;13;291
TARQUI;090112;QUINTO GUAYAS 219;09H00944;Educación Regular;Fiscal;UrbanaINEC;Presencial;1;35
TARQUI;090112;HORIZONTES DEL GUERRERO;09H00947;Educación Regular;Fiscal;UrbanaINEC;Presencial;26;900
TARQUI;090112;MUNDIAL 360 Y 1382;09H00948;Educación Regular;Particular;UrbanaINEC;Presencial;12;362
TARQUI;090112;NUESTRA SEÑORA DE MONTEBELLO;09H00949;Educación Regular;Particular;UrbanaINEC;Presencial;12;232
TARQUI;090112;RENATO  BASSO;09H00950;Educación Regular;Particular;UrbanaINEC;Presencial;4;21
TARQUI;090112;ESPERANZAS DEL FUTURO;09H00951;Educación Regular;Particular;UrbanaINEC;Presencial;11;97
TARQUI;090112;PEDRO LEMARIE;09H00952;Educación Regular;Particular;UrbanaINEC;Presencial;5;51
TARQUI;090112;MUNDO DE COLORES;09H00953;Educación Regular;Particular;UrbanaINEC;Presencial;3;47
TARQUI;090112;RAYMOND MAUGE THONIEL;09H00954;Formación Artística;Fiscal;UrbanaINEC;Presencial;16;0
TARQUI;090112;CIUDAD DE CALUMA 319;09H00955;Educación Regular;Particular;UrbanaINEC;Presencial;6;107
TARQUI;090112;ALEJANDRO MAGNO;09H00956;Educación Regular;Particular;UrbanaINEC;Presencial;4;63
TARQUI;090112;ARBOLITO;09H00957;Educación Regular;Particular;UrbanaINEC;Presencial;6;23
TARQUI;090112;DRA VICTORIA CEDILLO DE MATAMOROS 293;09H00958;Educación Regular;Fiscal;UrbanaINEC;Presencial;13;430
TARQUI;090112;EDUMUNDO;09H00960;Educación Regular;Particular;UrbanaINEC;Presencial;8;57
TARQUI;090112;TENIENTE CORONEL COSME RENELLA BARBATO  582;09H00961;Educación Regular;Particular;UrbanaINEC;Presencial;6;270
TARQUI;090112;CLEMENTE YEROVI INDABURU;09H00962;Educación Regular;Fiscal;UrbanaINEC;Presencial;52;991
TARQUI;090112;AMERICO VESPUCIO;09H00963;Educación Regular;Particular;UrbanaINEC;Presencial;11;81
TARQUI;090112;NUEVA INTERAMERICANA;09H00964;Educación Regular;Particular;UrbanaINEC;Presencial;64;1029
TARQUI;090112;GALO PLAZA LASSO;09H00965;Educación Regular;Particular;UrbanaINEC;Presencial;12;199
TARQUI;090112;JORGE ZAVALA BAQUERIZO;09H00966;Educación Regular;Fiscal;UrbanaINEC;Presencial;9;169
TARQUI;090112;PLAZA SESAMO;09H00968;Educación Regular;Particular;UrbanaINEC;Presencial;33;420
TARQUI;090112;ESCUELA PARTICULAR 808 OFELIA DIBO DE RAAD;09H00969;Educación Regular;Particular;UrbanaINEC;Presencial;15;106
TARQUI;090112;BRISAS DEL RIO N°521;09H00970;Educación Regular;Particular;UrbanaINEC;Presencial;12;178
TARQUI;090112;REMIGIO ROMERO Y CORDERO;09H00971;Educación Regular;Fiscal;UrbanaINEC;Presencial;17;666
TARQUI;090112;JIMMY VEINTIMILLA;09H00972;Educación Regular;Particular;UrbanaINEC;Presencial;7;31
TARQUI;090112;UNIDAD EDUCATIVA LICEO CRISTIANO DE GUAYAQUIL;09H00973;Educación Regular;Particular;UrbanaINEC;Presencial;118;3537
TARQUI;090112;INTERAMERICANO;09H00974;Educación Regular;Particular;UrbanaINEC;Presencial;56;754
TARQUI;090112;ALEMAN HUMBOLDT;09H00975;Educación Regular;Particular;UrbanaINEC;Presencial;160;1897
TARQUI;090112;TESOROS DEL ECUADOR   1446;09H00976;Educación Regular;Particular;UrbanaINEC;Presencial;4;73
TARQUI;090112;NUESTRA MADRE DE LA MERCED;09H00977;Educación Regular;Particular;UrbanaINEC;Presencial;6;22
TARQUI;090112;PRINCIPE DE PAZ;09H00978;Educación Regular;Particular;UrbanaINEC;Presencial;5;0
TARQUI;090112;UNIDAD EDUCATIVA LICEO GREGORIANO;09H00979;Educación Regular;Particular;UrbanaINEC;Presencial;18;352
TARQUI;090112;JARDIN INFANTES DEL FUTURO;09H00980;Educación Regular;Particular;UrbanaINEC;Presencial;4;43
TARQUI;090112;PERLA DEL FORTIN;09H00983;Educación Regular;Particular;UrbanaINEC;Presencial;6;81
TARQUI;090112;LUIS ALBERTO CHIRIBOGA MANRIQUE;09H00984;Educación Regular;Fiscal;UrbanaINEC;Presencial;15;574
TARQUI;090112;ARCO  IRIS MI GENESIS;09H00985;Educación Regular;Particular;UrbanaINEC;Presencial;7;172
TARQUI;090112;SUEÑOS Y COLORES;09H00986;Educación Regular;Particular;UrbanaINEC;Presencial;3;48
TARQUI;090112;LA FLORIDA;09H00987;Educación Regular;Particular;UrbanaINEC;Presencial;26;1199
TARQUI;090112;CAMINO A CANAAN;09H00988;Educación Regular;Particular;UrbanaINEC;Presencial;3;44
TARQUI;090112;AMIGOS DE DIOS;09H00989;Educación Regular;Particular;UrbanaINEC;Presencial;5;174
TARQUI;090112;CRUZ CHASIN;09H00990;Educación Regular;Particular;UrbanaINEC;Presencial;6;20
TARQUI;090112;BLANCA GARCIA PLAZA DE ARIAS;09H00991;Educación Regular;Fiscal;UrbanaINEC;Presencial;9;716
TARQUI;090112;EL  ATENEO;09H00992;Educación Regular;Particular;UrbanaINEC;Presencial;40;522
TARQUI;090112;NUEVA GENERACION;09H00993;Educación Regular;Particular;UrbanaINEC;Presencial;2;0
TARQUI;090112;EXTENCION COLEGIO M0NTIRIAL;09H00994;Educación Regular;Particular;UrbanaINEC;Presencial;2;39
TARQUI;090112;REY JESUS;09H00995;Educación Regular;Particular;UrbanaINEC;Presencial;8;210
TARQUI;090112;KIWANIS GUAYAQUIL NORTE;09H00997;Educación Regular;Fiscal;UrbanaINEC;Presencial;13;404
TARQUI;090112;NUESTRA SEÑORA DE LOURDES;09H00998;Educación Regular;Particular;UrbanaINEC;Presencial;16;585
TARQUI;090112;PUEBLO DE ISRAEL;09H00999;Educación Regular;Particular;UrbanaINEC;Presencial;4;87
TARQUI;090112;SANTA RITA;09H01000;Educación Regular;Particular;UrbanaINEC;Presencial;4;37
TARQUI;090112;HEROES DEL GRUPO DE FUERZAS ESPECIALES NO 24 RAYO  466;09H01001;Educación Regular;Fiscal;UrbanaINEC;Presencial;10;503
